,url,status_code,timestamp,depth
0,https://www.fortinet.com//demo-center,200,2024-01-10 11:05:18.559436,1
1,https://www.fortinet.com//support/product-downloads,200,2024-01-10 11:05:20.483718,1
2,https://site.fortinet.com/one/login,200,2024-01-10 11:05:25.428411,1
3,https://www.fortinet.com,200,2024-01-10 11:05:26.557380,1
4,https://www.fortinet.com/uk,200,2024-01-10 11:05:27.687927,1
5,https://www.fortinet.com/de,200,2024-01-10 11:05:28.863996,1
6,https://www.fortinet.com/fr,200,2024-01-10 11:05:30.342168,1
7,https://www.fortinet.com/it,200,2024-01-10 11:05:32.323919,1
8,https://www.fortinet.com/cn,200,2024-01-10 11:05:34.090653,1
9,https://www.fortinet.com/tw,200,2024-01-10 11:05:35.592717,1
10,https://www.fortinet.com/kr,200,2024-01-10 11:05:37.458146,1
11,https://www.fortinet.com/jp,200,2024-01-10 11:05:38.806636,1
12,https://www.fortinet.com/br,200,2024-01-10 11:05:40.556346,1
13,https://www.fortinet.com/lat,200,2024-01-10 11:05:41.870007,1
14,https://www.fortinet.com,200,2024-01-10 11:05:43.529081,1
15,https://www.fortinet.com,200,2024-01-10 11:05:45.020286,1
16,https://www.fortinet.com//products/next-generation-firewall,200,2024-01-10 11:05:47.364357,1
17,https://www.fortinet.com//products/private-cloud-security/fortigate-virtual-appliances,200,2024-01-10 11:05:50.138124,1
18,https://www.fortinet.com//products/public-cloud-security/cloud-native-firewall,200,2024-01-10 11:05:52.229510,1
19,https://www.fortinet.com//solutions/enterprise-midsize-business/security-as-a-service/fortiguard-subscriptions,200,2024-01-10 11:05:54.344224,1
20,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/intrusion-prevention,200,2024-01-10 11:05:56.150837,1
21,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/web-filtering,200,2024-01-10 11:05:58.174975,1
22,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/dns-security,200,2024-01-10 11:06:00.483606,1
23,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/inline-sandboxing,200,2024-01-10 11:06:02.892214,1
24,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/security-rating,200,2024-01-10 11:06:04.883190,1
25,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/security-rating,200,2024-01-10 11:06:06.107767,1
26,https://www.fortinet.com//products/management/fortimanager,200,2024-01-10 11:06:08.187575,1
27,https://www.fortinet.com//products/next-generation-firewall/forticonverter,200,2024-01-10 11:06:10.746343,1
28,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:13.585552,1
29,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:14.883062,1
30,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:16.600892,1
31,https://www.fortinet.com//solutions/enterprise-midsize-business/network-security,200,2024-01-10 11:06:18.707347,1
32,https://www.fortinet.com//products/sd-wan,200,2024-01-10 11:06:21.158957,1
33,https://www.fortinet.com//products/sase,200,2024-01-10 11:06:23.240264,1
34,https://www.fortinet.com//solutions/enterprise-midsize-business/network-access/application-access,200,2024-01-10 11:06:25.123503,1
35,https://www.fortinet.com//products/secure-web-gateway/fortiproxy,200,2024-01-10 11:06:27.523382,1
36,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/casb,200,2024-01-10 11:06:29.668817,1
37,https://www.fortinet.com//products/endpoint-security/forticlient,200,2024-01-10 11:06:31.226740,1
38,https://www.fortinet.com//products/identity-access-management,200,2024-01-10 11:06:33.431410,1
39,https://www.fortinet.com//products/fortitrust-identity,200,2024-01-10 11:06:35.598731,1
40,https://www.fortinet.com//products/fortipam,200,2024-01-10 11:06:37.601410,1
41,https://www.fortinet.com//products/management/fortimanager,200,2024-01-10 11:06:38.696136,1
42,https://www.fortinet.com//products/fortimonitor,200,2024-01-10 11:06:40.181576,1
43,https://www.fortinet.com//solutions/enterprise-midsize-business/security-as-a-service/fortiguard-subscriptions,200,2024-01-10 11:06:41.415621,1
44,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/data-loss-prevention,200,2024-01-10 11:06:43.378552,1
45,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/web-filtering,200,2024-01-10 11:06:44.526827,1
46,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/intrusion-prevention,200,2024-01-10 11:06:45.843090,1
47,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/dns-security,200,2024-01-10 11:06:47.126256,1
48,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/socaas,200,2024-01-10 11:06:48.613757,1
49,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/inline-sandboxing,200,2024-01-10 11:06:49.861867,1
50,https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/security-rating,200,2024-01-10 11:06:51.063149,1
51,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:53.283715,1
52,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:55.301843,1
53,https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:57.118031,1
54,https://www.fortinet.com//solutions/enterprise-midsize-business/universal-sase,200,2024-01-10 11:06:59.033920,1
55,https://www.fortinet.com//products/ethernet-switches,200,2024-01-10 11:07:01.212577,1
56,https://www.fortinet.com//products/wireless-access-points,200,2024-01-10 11:07:03.222843,1
57,https://www.fortinet.com//products/network-access-control,200,2024-01-10 11:07:05.460004,1
58,https://www.fortinet.com//products/fortilan-cloud,200,2024-01-10 11:07:07.351393,1
59,https://www.fortinet.com//products/sd-wan,200,2024-01-10 11:07:09.276403,1
60,https://www.fortinet.com//products/wireless-wan-fortiextender,200,2024-01-10 11:07:12.170282,1
61,https://www.fortinet.com//products/business-phone-systems/fortivoice-fortifone,200,2024-01-10 11:07:14.087722,1
