url,status_code,timestamp,depth
https://www.fortinet.com//demo-center,200,2024-01-10 11:05:18.559436,1
https://www.fortinet.com//support/product-downloads,200,2024-01-10 11:05:20.483718,1
https://site.fortinet.com/one/login,200,2024-01-10 11:05:25.428411,1
https://www.fortinet.com,200,2024-01-10 11:05:26.557380,1
https://www.fortinet.com/uk,200,2024-01-10 11:05:27.687927,1
https://www.fortinet.com/de,200,2024-01-10 11:05:28.863996,1
https://www.fortinet.com/fr,200,2024-01-10 11:05:30.342168,1
https://www.fortinet.com/it,200,2024-01-10 11:05:32.323919,1
https://www.fortinet.com/cn,200,2024-01-10 11:05:34.090653,1
https://www.fortinet.com/tw,200,2024-01-10 11:05:35.592717,1
https://www.fortinet.com/kr,200,2024-01-10 11:05:37.458146,1
https://www.fortinet.com/jp,200,2024-01-10 11:05:38.806636,1
https://www.fortinet.com/br,200,2024-01-10 11:05:40.556346,1
https://www.fortinet.com/lat,200,2024-01-10 11:05:41.870007,1
https://www.fortinet.com,200,2024-01-10 11:05:43.529081,1
https://www.fortinet.com,200,2024-01-10 11:05:45.020286,1
https://www.fortinet.com//products/next-generation-firewall,200,2024-01-10 11:05:47.364357,1
https://www.fortinet.com//products/private-cloud-security/fortigate-virtual-appliances,200,2024-01-10 11:05:50.138124,1
https://www.fortinet.com//products/public-cloud-security/cloud-native-firewall,200,2024-01-10 11:05:52.229510,1
https://www.fortinet.com//solutions/enterprise-midsize-business/security-as-a-service/fortiguard-subscriptions,200,2024-01-10 11:05:54.344224,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/intrusion-prevention,200,2024-01-10 11:05:56.150837,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/web-filtering,200,2024-01-10 11:05:58.174975,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/dns-security,200,2024-01-10 11:06:00.483606,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/inline-sandboxing,200,2024-01-10 11:06:02.892214,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/security-rating,200,2024-01-10 11:06:04.883190,1
https://www.fortinet.com//support/support-services/fortiguard-security-subscriptions/security-rating,200,2024-01-10 11:06:06.107767,1
https://www.fortinet.com//products/management/fortimanager,200,2024-01-10 11:06:08.187575,1
https://www.fortinet.com//products/next-generation-firewall/forticonverter,200,2024-01-10 11:06:10.746343,1
https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:13.585552,1
https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:14.883062,1
https://www.fortinet.com//solutions/gartner-magic-quadrant-single-vendor-sase,200,2024-01-10 11:06:16.600892,1
https://www.fortinet.com//solutions/enterprise-midsize-business/network-security,200,2024-01-10 11:06:18.707347,1
https://www.fortinet.com//products/sd-wan,200,2024-01-10 11:06:21.158957,1
https://www.fortinet.com//products/sase,200,2024-01-10 11:06:23.240264,1
https://www.fortinet.com//solutions/enterprise-midsize-business/network-access/application-access,200,2024-01-10 11:06:25.123503,1
